p_name,t_fips,t_cap,ylat,xlong,geometry
Prairie Winds Minot Wind 2,38101.0,4500.0,47.98826466666666,-101.29121666666667,POINT (-101.29121666666667 47.98826466666666)
Prairie Winds ND 1,38101.0,115500.0,47.938905818181816,-101.27037012987013,POINT (-101.27037012987016 47.93890581818184)
Pratt Wind Energy Center,20151.0,243800.0,37.56066875471698,-98.86954927358491,POINT (-98.86954927358491 37.560668754716986)
Prevailing Wind,46067.0,216600.0,43.112081403508775,-98.0658648245614,POINT (-98.06586482456139 43.11208140350878)
Priddy,48333.0,302400.0,31.576654619047616,-98.48461742857143,POINT (-98.4846174285714 31.576654619047623)
Princeton Municipal Light and Water Plant,25027.0,3000.0,42.47789,-71.8996965,POINT (-71.8996965 42.47789)
Prospector,41001.0,10000.0,44.4169648,-117.25739300000001,POINT (-117.25739300000001 44.416964799999995)
Providence Heights,17011.0,72000.0,41.23230608333333,-89.58568405555555,POINT (-89.58568405555555 41.232306083333334)
Pryor Mountain,30009.0,239800.0,45.155298877192976,-108.69496464035088,POINT (-108.69496464035089 45.15529887719296)
Pueblo Towers,8101.0,1800.0,38.163395,-104.621391,POINT (-104.621391 38.163395)
Pyron (Roscoe III),48151.0,265600.0,32.59145924096386,-100.67412121686748,POINT (-100.67412121686752 32.591459240963864)
Quilt Block,55065.0,98000.0,42.65567385714286,-90.25145089795919,POINT (-90.25145089795919 42.65567385714285)
REG Juhl Glenville Wind Project,27047.0,2500.0,43.580902,-93.307907,POINT (-93.307907 43.580902)
Radford's Run,17115.0,305800.0,40.00027749640288,-89.037005352518,POINT (-89.03700535251798 40.000277496402866)
Rail Splitter,17179.0,100500.0,40.332946597014924,-89.4156177164179,POINT (-89.4156177164179 40.3329465970149)
Ralls Wind Farm,48107.0,10000.0,33.6612974,-101.3858032,POINT (-101.3858032 33.6612974)
Ranchero,48105.0,300000.0,31.015416325,-101.71863760833334,POINT (-101.71863760833334 31.015416325000004)
Ranchland Wind Project,48059.0,262920.0,32.283276603174606,-99.17283195238095,POINT (-99.17283195238095 32.283276603174606)
Randolph Eastern School Corporation,18135.0,1000.0,40.210266,-84.822083,POINT (-84.822083 40.210266)
Rattlesnake,48173.0,211220.0,31.723092966101696,-101.44557566949152,POINT (-101.44557566949149 31.723092966101692)
Rattlesnake Creek,31051.0,318150.0,42.3790725940594,-96.82280773267325,POINT (-96.82280773267323 42.37907259405941)
Rattlesnake Flat,53001.0,149900.0,46.896361368421054,-118.4229476140351,POINT (-118.42294761403507 46.89636136842105)
Rattlesnake Road,41021.0,102900.0,45.68777746938776,-120.23971955102041,POINT (-120.23971955102039 45.687777469387754)
Rattlesnake Wind,48307.0,160000.0,31.249654953125,-99.53443115625,POINT (-99.53443115625 31.249654953125006)
Reading Wind Facility,20111.0,200130.0,38.48921362903226,-96.00967127419354,POINT (-96.00967127419351 38.48921362903225)
Record Hill,23017.0,50600.0,44.660607863636365,-70.63116618181817,POINT (-70.63116618181817 44.660607863636365)
Red Barn Wind,55043.0,92400.0,42.954761000000005,-90.48551664285715,POINT (-90.48551664285716 42.954761)
Red Canyon Wind Energy,48033.0,84000.0,32.95950633928572,-101.22364735714287,POINT (-101.22364735714282 32.95950633928571)
Red Dirt,40073.0,299250.0,36.04751036842105,-97.77619665263157,POINT (-97.77619665263163 36.04751036842106)
Red Hills,40129.0,123000.0,35.53867096341463,-99.40791190243903,POINT (-99.40791190243901 35.53867096341462)
Red Horse 2,4003.0,30000.0,32.288584066666665,-110.08839880000001,POINT (-110.08839880000001 32.28858406666667)
Red Lake Falls,27125.0,4600.0,47.8719615,-96.31784400000001,POINT (-96.31784400000001 47.8719615)
Red Mesa,35006.0,102400.0,35.256836125,-107.38181971875,POINT (-107.38181971875 35.25683612499999)
Red Pine,27081.0,200000.0,44.474784410000005,-96.15945417,POINT (-96.15945417 44.474784410000005)
Redbed Plains,40051.0,99100.0,35.27630933333334,-97.87380520833334,POINT (-97.8738052083333 35.27630933333334)
Redwood Falls (SMMPA),27127.0,3300.0,44.5030425,-95.175896,POINT (-95.175896 44.5030425)
Reloj del Sol,48505.0,209400.0,27.11784485714286,-99.28889522222222,POINT (-99.28889522222225 27.117844857142863)
Richland,19161.0,128400.0,42.31776038461539,-95.22116803846153,POINT (-95.22116803846156 42.31776038461539)
Ridgewind,27101.0,25300.0,44.03122518181818,-96.04887036363635,POINT (-96.04887036363635 44.03122518181818)
Rim Rock,30101.0,189000.0,48.828587468253964,-112.10639913492064,POINT (-112.10639913492065 48.82858746825398)
Ringer Hill,42111.0,39900.0,39.74010471428572,-79.19253335714286,POINT (-79.19253335714286 39.740104714285714)
Rio Bravo,48427.0,237600.0,26.63651415151515,-99.03859200000001,POINT (-99.03859199999997 26.636514151515154)
Rippey,19073.0,50000.0,41.99419305,-94.20684735,POINT (-94.20684735000002 41.99419304999999)
Rising Tree North,6029.0,99000.0,35.08479646666667,-118.219178,POINT (-118.21917800000001 35.084796466666674)
Rising Tree South,6029.0,99000.0,35.05874993333334,-118.24824086666668,POINT (-118.24824086666665 35.058749933333345)
Roaring Brook Wind,36049.0,79725.0,43.70754375,-75.61710550000001,POINT (-75.6171055 43.70754375)
Robertsons Ready Mix,6065.0,3200.0,33.915895500000005,-116.81323599999999,POINT (-116.81323599999999 33.915895500000005)
Rock Aetna,27101.0,21760.0,44.038258375,-96.05407625,POINT (-96.05407625 44.038258375000005)
Rock County Wind Fuel Project,27133.0,5000.0,43.6361845,-96.270069,POINT (-96.270069 43.6361845)
Rock Creek,29005.0,300000.0,40.438214466666665,-95.24145483333334,POINT (-95.24145483333334 40.43821446666667)
Rock Falls,40053.0,154575.0,36.91548698333334,-97.47639008333334,POINT (-97.47639008333331 36.91548698333334)
Rock River I,56007.0,49000.0,41.718342163265305,-106.10861110204083,POINT (-106.1086111020408 41.718342163265305)
Rockhaven Wind Project,40099.0,136000.0,34.41578760416667,-97.28114883333335,POINT (-97.28114883333335 34.41578760416667)
Rockland,16077.0,79200.0,42.68774186363636,-112.91692213636362,POINT (-112.91692213636367 42.68774186363636)
Rocksprings,48465.0,149340.0,29.767658,-100.77239536231885,POINT (-100.77239536231887 29.767657999999994)
Rocky Ridge I,40075.0,148800.0,35.129390666666666,-99.00095208602151,POINT (-99.00095208602154 35.12939066666666)
Roeder Farms,19195.0,1600.0,43.297291,-93.283195,POINT (-93.283195 43.297291)
Rolling Hills,19029.0,600000.0,41.68674553667953,-97.57949195366795,POINT (-97.57949195366795 41.68674553667954)
Rollins,23019.0,60000.0,45.3459907,-68.380237475,POINT (-68.38023747499999 45.34599069999998)
Roosevelt,35041.0,250000.0,33.922133088,-103.49789213599999,POINT (-103.49789213599998 33.922133088)
Roscoe,48353.0,209000.0,32.47294622488038,-100.66147325358853,POINT (-100.66147325358853 32.47294622488039)
Roseman Energy LLC,19029.0,1790.0,41.373135,-94.753922,POINT (-94.753922 41.373135)
Rosewater,18181.0,102000.0,40.78257488,-86.95393772,POINT (-86.95393772 40.78257488)
Rosiere Wind Farm,55061.0,11220.0,44.65479841176471,-87.64168047058824,POINT (-87.64168047058823 44.65479841176471)
Roth Rock,24023.0,50000.0,39.27105705,-79.45132755,POINT (-79.45132755000002 39.27105705)
Roundhouse,56021.0,226560.0,41.0631886097561,-105.10662262195123,POINT (-105.10662262195125 41.0631886097561)
Roundhouse Wind II,56021.0,87400.0,41.051832000000005,-105.00398536842106,POINT (-105.00398536842107 41.051832)
Route 66,48065.0,150000.0,35.18679433333333,-101.46026232,POINT (-101.46026232 35.18679433333333)
Roxwind,23017.0,15200.0,44.619276,-70.61729625000001,POINT (-70.61729625 44.619276)
Rugby,38069.0,149100.0,48.507041112676056,-99.95124652112676,POINT (-99.95124652112675 48.50704111267605)
Rush Creek I,8039.0,400000.0,39.136337714999996,-103.856804835,POINT (-103.85680483499996 39.136337715000025)
Rush Creek II,8073.0,200000.0,39.08250896,-103.17258744,POINT (-103.17258744000006 39.082508960000006)
Rush Springs Wind Energy Center,40051.0,246925.0,34.70048856302521,-97.80439173109242,POINT (-97.80439173109242 34.70048856302522)
Ruthton Wind Farm,27081.0,15840.0,44.22468799999999,-96.22224695833334,POINT (-96.22224695833334 44.22468800000001)
SC Johnson Waxdale Plant,55101.0,3000.0,42.712164,-87.887989,POINT (-87.887989 42.712164)
Sac County Wind (Richland Wind),19161.0,72940.0,42.39621248275862,-95.19147882758621,POINT (-95.19147882758621 42.39621248275863)
Saddleback Ridge,23007.0,34200.0,44.61131125,-70.37101633333333,POINT (-70.37101633333333 44.61131125)
Safeway Tracy,6077.0,2000.0,37.713867,-121.52140800000001,POINT (-121.52140800000001 37.713867)
Sagamore Wind,35041.0,522800.0,33.91822507916667,-103.19580862916668,POINT (-103.19580862916665 33.91822507916664)
Sage Draw,48169.0,338400.0,33.31251864166667,-101.57537471666666,POINT (-101.57537471666667 33.312518641666664)
Sagebrush (Kittitas Valley),53037.0,100800.0,47.1409415,-120.69250720833332,POINT (-120.69250720833332 47.140941500000004)
Salinas Valley State Prison,6053.0,1700.0,36.474236,-121.37075,POINT (-121.37075 36.474236)
Salmon Falls,16083.0,21000.0,42.6899725,-114.99891214285715,POINT (-114.99891214285712 42.689972499999996)
Salt Fork,48129.0,174000.0,35.17216081609195,-100.93404426436781,POINT (-100.93404426436783 35.172160816091946)
San Gorgonio Farms Wind Farm,6065.0,31375.0,33.926377649122806,-116.61774761403508,POINT (-116.61774761403511 33.92637764912281)
San Gorgonio Westwinds II LLC,6065.0,43400.0,33.898037419354836,-116.57240406451612,POINT (-116.57240406451619 33.89803741935482)
San Gorgonio Wind Associates 7,6065.0,2000.0,33.921795,-116.58709,POINT (-116.58709 33.921795)
San Juan Mesa,35041.0,120000.0,33.95517443333333,-103.82089829166667,POINT (-103.82089829166671 33.95517443333333)
San Roman,48061.0,93000.0,26.111246387096774,-97.36886216129032,POINT (-97.36886216129032 26.111246387096777)
Sand Bluff,48173.0,90000.0,31.977246155555555,-101.30452171111111,POINT (-101.30452171111114 31.977246155555555)
Sand Point,2013.0,1000.0,55.3442,-160.48983,POINT (-160.48983 55.3442)
Sandy Ridge,42027.0,50000.0,40.73448004,-78.26972432000001,POINT (-78.26972432 40.73448004)
Sandy Ridge 2,42013.0,87600.0,40.73517746666666,-78.28367206666667,POINT (-78.28367206666667 40.73517746666666)
Santa Isabel,72133.0,101200.0,17.984862636363633,-66.39032075,POINT (-66.39032075000001 17.984862636363633)
Santa Rita,48383.0,300000.0,31.193728408333335,-101.35193339166668,POINT (-101.35193339166668 31.19372840833334)
Santa Rita East,48235.0,302400.0,31.246611925,-101.13911221666667,POINT (-101.13911221666669 31.246611925000018)
Sapphire Sky Wind Energy Center,17113.0,256200.0,40.3354396984127,-88.58397568253969,POINT (-88.58397568253969 40.33543969841271)
Saratoga,19089.0,66000.0,43.37790860606061,-92.33731015151514,POINT (-92.33731015151515 43.377908606060615)
Sawtooth,16039.0,22400.0,42.981887071428574,-115.39431549999999,POINT (-115.39431549999999 42.981887071428574)
Scheid Vineyards,6053.0,1850.0,36.274509,-121.191589,POINT (-121.191589 36.274509)
Scioto Ridge,39091.0,245400.0,40.55347636,-83.74906560000001,POINT (-83.74906560000002 40.55347635999999)
Scituate Wind,25023.0,1500.0,42.175091,-70.7285,POINT (-70.7285 42.175091)
Seiling,40043.0,198900.0,36.10693735897436,-98.99346985470086,POINT (-98.99346985470086 36.106937358974356)
Seiling 2,40043.0,100300.0,36.14897428813559,-98.97953986440677,POINT (-98.97953986440675 36.148974288135584)
Senate,48503.0,150000.0,33.19810733333333,-98.36363561333333,POINT (-98.36363561333334 33.198107333333326)
Sendero,48247.0,78000.0,27.180016666666663,-98.91654307692308,POINT (-98.91654307692308 27.18001666666667)
Seneca Nation,36029.0,1500.0,42.580894,-79.102692,POINT (-79.102692 42.580894)
Settler's Trail,17075.0,150400.0,40.72323134042553,-87.57918480851063,POINT (-87.57918480851067 40.72323134042553)
Seven Cowboy,40149.0,301740.0,35.23696337383178,-99.09612128971962,POINT (-99.09612128971966 35.23696337383177)
Seven Mile Hill I & II,56007.0,145100.0,41.94693510126582,-106.39362387341772,POINT (-106.39362387341777 41.946935101265815)
Seymour Hills,48023.0,30240.0,33.578152833333334,-99.19340383333333,POINT (-99.19340383333332 33.578152833333334)
Shady Oaks,17103.0,109500.0,41.665124873239435,-89.09324291549295,POINT (-89.09324291549298 41.66512487323945)
Shady Oaks II,17103.0,108200.0,41.66001740909091,-89.01098668181818,POINT (-89.01098668181818 41.66001740909091)
Shakopee Mdewakanton Sioux,49045.0,1500.0,40.500694,-112.377289,POINT (-112.377289 40.500694)
Shamrock Wind Facility (White Mesa Wind III),48105.0,223920.0,30.942359555555555,-101.58940716049383,POINT (-101.58940716049379 30.942359555555555)
Shannon,48077.0,204085.0,33.50763267226891,-98.37227084873949,POINT (-98.37227084873943 33.5076326722689)
Shaokatan Hills,27081.0,11880.0,44.39850744444445,-96.43218583333334,POINT (-96.43218583333334 44.39850744444444)
Shaokatan Power Partners,27081.0,1600.0,44.397892,-96.41824299999999,POINT (-96.41824299999999 44.397892)
Sheffield,50005.0,40000.0,44.6759743125,-72.1012550625,POINT (-72.10125506249999 44.675974312499996)
Shepherds Flat,41021.0,206000.0,45.747072646341465,-120.0769104512195,POINT (-120.07691045121952 45.74707264634146)
Sherbino I,48371.0,150000.0,30.81782506,-102.35959505999999,POINT (-102.35959506000003 30.817825059999997)
Sherbino II,48371.0,120500.0,30.77180651666667,-102.50762988333332,POINT (-102.50762988333335 30.77180651666667)
Shiloh II,6095.0,150000.0,38.16335034666667,-121.79133833333333,POINT (-121.79133833333333 38.163350346666675)
Shiloh III,6095.0,102500.0,38.16509526,-121.76176866,POINT (-121.76176866000003 38.165095260000015)
Shiloh IV,6095.0,102500.0,38.1350899,-121.85037058,POINT (-121.85037057999998 38.1350899)
Shiloh Wind Project,6095.0,159000.0,38.1474566509434,-121.85190160377358,POINT (-121.85190160377361 38.14745665094341)
Shirley,55009.0,20000.0,44.348429125,-87.937018375,POINT (-87.93701837500001 44.348429124999996)
Sholes,31179.0,160020.0,42.27098861971831,-97.32551391549296,POINT (-97.32551391549295 42.27098861971832)
Shooting Star,20097.0,104000.0,37.51496309230769,-99.45061401538462,POINT (-99.45061401538463 37.51496309230768)
Sibley Wind Farm,19143.0,1200.0,43.407669,-95.6478655,POINT (-95.6478655 43.407669)
Sigel Wind Park,26063.0,64000.0,43.856453875,-82.790451875,POINT (-82.790451875 43.85645387499999)
Silver Maple,23019.0,20000.0,44.7727934,-68.51737800000001,POINT (-68.51737800000001 44.7727934)
Silver Sage,56021.0,42000.0,41.13031765,-105.02793879999999,POINT (-105.02793880000002 41.13031765)
Silver Star I,48133.0,48000.0,32.333815333333334,-98.473605125,POINT (-98.47360512499999 32.33381533333333)
Skeleton Creek,40047.0,248600.0,36.522711388888894,-98.19547872222223,POINT (-98.19547872222226 36.522711388888894)
Skookumchuck,53041.0,136800.0,46.714932210526314,-122.58567294736842,POINT (-122.5856729473684 46.71493221052631)
Sky River Repower,6029.0,58700.0,35.245446666666666,-118.24155361904762,POINT (-118.24155361904762 35.245446666666666)
Sky Volt,19001.0,1680.0,41.290779,-94.485252,POINT (-94.485252 41.290779)
Slate Creek,20191.0,150000.0,37.123065266666664,-97.29491285333333,POINT (-97.29491285333333 37.123065266666686)
Sleeping Bear,40059.0,94500.0,36.6380444,-99.49987682222222,POINT (-99.49987682222223 36.6380444)
Smoky Hills,20105.0,102200.0,38.88532158928571,-98.11471875,POINT (-98.11471875000002 38.88532158928571)
Smoky Hills II,20105.0,153500.0,38.88661113131313,-98.2433974040404,POINT (-98.24339740404041 38.88661113131313)
Snyder,48415.0,63000.0,32.73826038095238,-100.73650685714286,POINT (-100.73650685714284 32.738260380952376)
Solano IV Repower,6095.0,85500.0,38.10092542105264,-121.79647905263157,POINT (-121.7964790526316 38.10092542105264)
Solano Phase 3,6095.0,127800.0,38.08777863636363,-121.78426125454546,POINT (-121.78426125454544 38.08777863636362)
Solano Phase IIA,6095.0,24000.0,38.10142,-121.774747625,POINT (-121.77474762499999 38.10142)
Solano Wind Project,6095.0,63000.0,38.101324,-121.7666117142857,POINT (-121.7666117142857 38.101324)
Soldier Creek Wind Energy Center,20131.0,300960.0,39.656971874999996,-96.010946725,POINT (-96.01094672500001 39.65697187499999)
Solomon Forks,20193.0,275625.0,39.30939357142857,-101.11006217142857,POINT (-101.11006217142867 39.30939357142857)
Somerset,42111.0,9000.0,39.979899833333334,-79.011551,POINT (-79.011551 39.97989983333333)
South Chestnut,42051.0,46000.0,39.75172252173913,-79.73227560869566,POINT (-79.73227560869566 39.75172252173913)
South Dakota,46069.0,40500.0,44.36571740740741,-99.46093829629629,POINT (-99.46093829629629 44.3657174074074)
South Dakota Wind Partners,46015.0,10500.0,43.92475014285714,-98.83093371428572,POINT (-98.8309337142857 43.92475014285714)
South Fork,27063.0,13800.0,43.59587783333333,-95.41387050000002,POINT (-95.41387049999999 43.59587783333334)
South Hurlburt,41021.0,313000.0,45.664677853448275,-120.0486186637931,POINT (-120.0486186637931 45.664677853448254)
South Peak,30045.0,79900.0,47.30587034482758,-110.63431803448276,POINT (-110.63431803448276 47.305870344827575)
South Plains,48153.0,200000.0,34.101063180000004,-101.34577518,POINT (-101.34577517999996 34.10106318000001)
South Plains II,48153.0,300300.0,34.20573148351648,-101.36659695604396,POINT (-101.36659695604398 34.20573148351648)
South Trent Mesa,48353.0,101200.0,32.41571425,-100.18198075,POINT (-100.18198075 32.41571425)
Southern Hills,19003.0,131300.0,41.08914902777778,-94.47206855555555,POINT (-94.47206855555557 41.08914902777778)
Southern Hills Expansion,19175.0,114000.0,41.14759207407407,-94.40927318518519,POINT (-94.40927318518516 41.14759207407407)
Spanish Fork,49049.0,18900.0,40.07317222222222,-111.58385466666667,POINT (-111.58385466666667 40.07317222222222)
Spearville,20057.0,100500.0,37.87441734328358,-99.75979017910448,POINT (-99.75979017910451 37.874417343283575)
Spearville 3,20057.0,100800.0,37.840682825396826,-99.84624026984127,POINT (-99.84624026984132 37.84068282539683)
Spearville II,20057.0,48000.0,37.872297125,-99.7111851875,POINT (-99.71118518749999 37.872297124999996)
Spinning Spur 2,48359.0,160950.0,35.30766631034483,-102.59496444827586,POINT (-102.59496444827586 35.30766631034483)
Spinning Spur 3,48359.0,194000.0,35.30171615463917,-102.71965598969072,POINT (-102.71965598969068 35.30171615463919)
Spinning Spur Wind Ranch,48359.0,161000.0,35.3067869,-102.47320501428572,POINT (-102.47320501428574 35.306786900000006)
Spion Kop,30045.0,40000.0,47.33967712,-110.63594216,POINT (-110.63594216000001 47.33967712)
Spirit Lake,19059.0,1000.0,43.4113675,-95.099838,POINT (-95.099838 43.4113675)
Spring Canyon,8075.0,60000.0,40.963055600000004,-103.019960575,POINT (-103.01996057499998 40.9630556)
Spring Canyon Expansion,8075.0,62650.0,40.98860697142857,-103.01463994285714,POINT (-103.01463994285713 40.98860697142857)
Spring Valley,32033.0,151800.0,39.09651853030303,-114.48927628787878,POINT (-114.48927628787881 39.09651853030303)
Springview II Wind Facility,31103.0,3000.0,42.826494,-99.776089,POINT (-99.776089 42.826494)
Spruce Mountain,23017.0,20000.0,44.415861,-70.5590179,POINT (-70.55901789999999 44.415861)
St. Olaf College,27131.0,1650.0,44.462383,-93.192368,POINT (-93.192368 44.462383)
Stanton Energy Center,48317.0,120000.0,32.2102647875,-101.8146298125,POINT (-101.81462981249999 32.21026478750001)
Star Point,41055.0,98700.0,45.50599831914893,-120.48879857446809,POINT (-120.48879857446809 45.50599831914893)
Stateline Wind Project,41059.0,299640.0,46.00469472907489,-118.80572864537444,POINT (-118.80572864537451 46.004694729074885)
Steel Winds,36029.0,20000.0,42.8179025,-78.867636625,POINT (-78.86763662500002 42.8179025)
Steel Winds II,36029.0,15000.0,42.807241833333336,-78.861697,POINT (-78.861697 42.80724183333333)
Steele Flats,31095.0,74800.0,40.04623286363636,-96.93413402272728,POINT (-96.93413402272728 40.046232863636355)
Stella,48261.0,201000.0,26.91359041791045,-97.62497058208956,POINT (-97.62497058208955 26.913590417910452)
Stephens Ranch 1,48033.0,211220.0,32.907868449152545,-101.6536025762712,POINT (-101.65360257627125 32.907868449152545)
Stephens Ranch II,48305.0,164680.0,32.99301741304348,-101.66242344565217,POINT (-101.66242344565212 32.99301741304348)
Sterling Phase I,35025.0,29900.0,33.36131530769231,-103.27478199999999,POINT (-103.27478199999999 33.36131530769231)
Stetson,23029.0,57000.0,45.52562286842105,-67.97871015789474,POINT (-67.97871015789474 45.52562286842105)
Stetson Wind expansion,23029.0,25500.0,45.614972823529406,-67.97098894117647,POINT (-67.97098894117647 45.61497282352941)
Stillwater Big Sky,30095.0,79750.0,45.87356006451613,-109.49901725806453,POINT (-109.49901725806453 45.87356006451612)
Stoneray,27101.0,34125.0,43.98264407692307,-96.08272153846154,POINT (-96.08272153846154 43.98264407692307)
Stoneray II,27117.0,64000.0,44.06579972,-96.13300748,POINT (-96.13300748 44.06579972)
Stoney Corners,26113.0,5000.0,44.189741,-85.3090935,POINT (-85.3090935 44.189741)
Stoney Corners - Repower,26113.0,14350.0,44.190948428571424,-85.31686614285715,POINT (-85.31686614285714 44.190948428571424)
Stoney Corners II,26113.0,20500.0,44.1827934,-85.30754019999999,POINT (-85.30754019999999 44.1827934)
Stoney Corners III,26113.0,20750.0,44.1650033,-85.2605192,POINT (-85.2605192 44.165003299999995)
Stony Creek,42111.0,52500.0,40.03097642857143,-78.81517034285714,POINT (-78.81517034285714 40.030976428571435)
Storm Lake I,19021.0,109500.0,42.71131478767123,-95.32296808219179,POINT (-95.32296808219175 42.71131478767123)
Storm Lake II,19021.0,81000.0,42.8370420462963,-95.35127343518518,POINT (-95.35127343518516 42.83704204629629)
Story City Wind,19169.0,1500.0,42.207893,-93.598991,POINT (-93.598991 42.207893)
Story County,19169.0,150000.0,42.105194069999996,-93.28658131,POINT (-93.28658130999999 42.105194070000024)
Story II (aka Garden Wind),19169.0,150000.0,42.23525025,-93.39163803,POINT (-93.39163803000001 42.23525025)
Strauss Wind,6083.0,95250.0,34.57924233333333,-120.52273444444444,POINT (-120.52273444444447 34.57924233333333)
Sugar Creek,17107.0,202000.0,40.14530498245614,-89.52803422807017,POINT (-89.52803422807014 40.14530498245613)
Summit Wind Repowering,6001.0,62100.0,37.76338878260869,-121.68162965217391,POINT (-121.68162965217394 37.763388782608686)
Sundance Wind,40151.0,121260.0,36.503481395348835,-98.61393155813953,POINT (-98.61393155813954 36.50348139534883)
Sunflower,38059.0,104000.0,46.82859775,-102.06276832692308,POINT (-102.06276832692305 46.82859775)
Sunflower Wind (KS),20115.0,214320.0,38.23928510526316,-97.0558569868421,POINT (-97.05585698684213 38.23928510526315)
Sunray I,48341.0,9000.0,35.932094666666664,-101.8803405,POINT (-101.8803405 35.93209466666667)
Sunray II,48341.0,40500.0,35.94636425925926,-101.90480155555555,POINT (-101.90480155555555 35.946364259259255)
Superior Farms,6095.0,1000.0,38.420094,-121.81749,POINT (-121.81749 38.420094)
Sustainable Technologies Museum (Turbine Adam),17103.0,2500.0,41.660294,-89.249695,POINT (-89.249695 41.660294)
Suzlon Project VII,48205.0,4200.0,35.749596,-102.2725905,POINT (-102.2725905 35.749596)
Swauk Valley,53037.0,4250.0,47.1416336,-120.75446480000001,POINT (-120.75446480000001 47.1416336)
Sweetland,46059.0,198800.0,44.413220535211266,-98.8278473802817,POINT (-98.8278473802817 44.41322053521126)
Sweetwater,48353.0,37500.0,32.36139052,-100.33713652,POINT (-100.33713651999997 32.36139052)
Sweetwater IVa,48353.0,135000.0,32.29842993333333,-100.50309832592592,POINT (-100.50309832592592 32.29842993333337)
Sweetwater IVb,48353.0,105800.0,32.26236710869565,-100.49555752173912,POINT (-100.49555752173919 32.26236710869564)
Sweetwater Phase II,48353.0,98820.0,32.33350447540984,-100.37348224590164,POINT (-100.37348224590164 32.33350447540984)
Sweetwater Phase III,48353.0,144000.0,32.306846855555555,-100.4368557,POINT (-100.43685570000004 32.30684685555556)
Sweetwater V,48353.0,80500.0,32.2310794,-100.48027074285714,POINT (-100.48027074285717 32.2310794)
TB Flats I & II,56007.0,503200.0,42.12964090151515,-106.12514981060606,POINT (-106.12514981060603 42.12964090151515)
Taconite Ridge Energy Center,27137.0,25000.0,47.573582099999996,-92.59941180000001,POINT (-92.59941179999998 47.5735821)
Tahoka Wind,48305.0,300000.0,33.155884183333335,-101.69159869166667,POINT (-101.69159869166667 33.15588418333335)
Taloga,40043.0,129600.0,35.864227148148146,-98.9430897962963,POINT (-98.94308979629629 35.864227148148146)
Tatanka,46089.0,180000.0,45.93622186666666,-98.98479091666667,POINT (-98.98479091666663 45.936221866666656)
Tatanka Ridge,46039.0,155000.0,44.62416448214286,-96.70130637499999,POINT (-96.70130637500003 44.62416448214285)
Taylor Farms,6053.0,1850.0,36.50515,-121.451797,POINT (-121.451797 36.50515)
Tehachapi Hills (85B),6029.0,1440.0,35.1033688125,-118.3342456875,POINT (-118.33424568749999 35.1033688125)
Tehachapi Windplant I,6029.0,8710.0,35.0582988358209,-118.3869201119403,POINT (-118.38692011194026 35.058298835820885)
Tehachapi Windplant II,6029.0,7920.0,35.1144985,-118.29620675000001,POINT (-118.29620675 35.114498499999996)
Teichert Aggregates,6077.0,1500.0,37.616653,-121.35656,POINT (-121.35656 37.616653)
Templeton Wind Turbine,25027.0,1500.0,42.589092,-72.077698,POINT (-72.077698 42.589092)
Tenaska Clear Creek Energy Center,29147.0,242000.0,40.47730452252252,-94.90593416216217,POINT (-94.90593416216211 40.47730452252252)
Texas Tech - Nolan,48353.0,2000.0,32.350197,-100.526093,POINT (-100.526093 32.350197)
The City of Union City,18135.0,1000.0,40.190693,-84.817192,POINT (-84.817192 40.190693)
Tholen & Petersen,27117.0,13200.0,44.099577249999996,-96.11732875,POINT (-96.11732874999998 44.09957725)
Thousand Springs,16083.0,12000.0,42.881740375,-114.966805,POINT (-114.96680500000001 42.881740375)
Threemile Canyon,41049.0,9900.0,45.678293833333335,-119.93885166666666,POINT (-119.93885166666668 45.678293833333335)
Thunder Ranch,40103.0,297800.0,36.572364558333334,-97.306297175,POINT (-97.30629717499995 36.57236455833333)
Thunder Spirit,38001.0,107500.0,46.07220555813954,-102.59987530232559,POINT (-102.59987530232559 46.07220555813952)
Thunder Spirit II,38001.0,48000.0,46.05256,-102.536882375,POINT (-102.53688237499998 46.05256)
Thunderhead Wind,31183.0,299360.0,42.046440851851855,-98.242387,POINT (-98.24238700000002 42.04644085185186)
Timber Road II,39125.0,99000.0,41.02763,-84.74890129090909,POINT (-84.74890129090907 41.02763)
Timber Road IV,39125.0,126000.0,41.081292064516134,-84.67228774193549,POINT (-84.67228774193549 41.081292064516134)
Titan I,46059.0,25000.0,44.4766326,-99.13610220000001,POINT (-99.1361022 44.4766326)
Tooele Army Depot II,49045.0,1790.0,40.501865,-112.369781,POINT (-112.369781 40.501865)
Top of Iowa,19195.0,80100.0,43.36488352808989,-93.41143046067415,POINT (-93.4114304606742 43.36488352808986)
Top of Iowa II,19195.0,80000.0,43.35378505,-93.317612175,POINT (-93.31761217500001 43.35378505000001)
Top of Iowa III,19195.0,29700.0,43.35892233333333,-93.28734211111112,POINT (-93.28734211111112 43.35892233333332)
Top of the World,56009.0,200200.0,42.95168247272728,-105.7727187909091,POINT (-105.77271879090908 42.95168247272729)
Torrecillas,48131.0,300000.0,27.613023416666667,-98.80321541666667,POINT (-98.80321541666667 27.613023416666657)
Traer Wind,19171.0,1500.0,42.161354,-92.442543,POINT (-92.442543 42.161354)
Traverse Wind,40011.0,831600.0,35.70041377104377,-98.7642978013468,POINT (-98.7642978013468 35.70041377104378)
